PLAYER NAME,AVG_APPROACH_BIRDIE_OR_BETTER,AVG_APPROACH_BOGEY_OR_WORSE,AVG_APPROACH_PAR,AVG_APPROACH_SHOT_DISTANCE,FAIRWAY_APPROACH_RTP,GIR_PCT_FAIRWAY_BUNKER,GIR_PCT_FAIRWAY,GIR_PCT_OTHER,GIR_PCT_OVERALL,GIR_PCT_100-125,GIR_PCT_OVER_100,GIR_PCT_125-150,GIR_PCT_150-175,GIR_PCT_175-200,GIR_PCT_OVER_200,GIR_PCT_75-100,GIR_PCT_UNDER_100,GIR_PCT_UNDER_125,GIR_PCT_UNDER_75,GREEN_PCT_SAND_SAVES,GREEN_PCT_SCRAMBLE,GREEN_PCT_SCRAMBLE_FRINGE,GREEN_PCT_SCRAMBLE_ROUGH,GREEN_PCT_SCRAMBLE_SAND,FINISHES_FEDEXCUP_BONUS,FINISHES_OFFICIAL_MONEY,FINISHES_TOP10,FINISHES_OFFICIAL_UNOFFICIAL_MONEY,TEE_AVG_APEX,TEE_AVG_BALL_SPEED,TEE_BALL_STRIKING,TEE_AVG_CARRY,TEE_LONGEST_CARRY_DISTANCE,TEE_AVG_CARRY_EFF,TEE_AVG_CLUB_HEAD_SPEED,TEE_AVG_DISTANCE_FROM_CENTER_FR,TEE_DRIVING_ACCURACY_PCT,TEE_AVG_DRIVING_DISTANCE,TEE_AVG_FAIRWAY_BUNKER_TENDENCY_PCT,TEE_AVG_FIR_PCT,TEE_AVG_LAUNCH_ANGLE,TEE_AVG_LEFT_ROUGH_TENDENCY_PCT,TEE_LONGEST_DRIVES,TEE_AVG_RIGHT_ROUGH_TENDENCY_PCT,TEE_AVG_SMASH_FACTOR,TEE_AVG_SPIN_RATE,PUTTING_AVG_ONE_PUTTS,PUTTING_AVG_TWO_PUTTS,PUTTING_AVG_THREE_PUTTS,PUTTING_APPROACH_PERFORMANCE,PUTTING_AVG_DIST_BIRDIE,PUTTING_AVG_DIST_EAGLE,PUTTING_AVG_DIST_MADE,PUTTING_PCT_BIRDIE_OR_BETTER,PUTTING_AVG_OVERALL,PUTTING_AVG_PUTTS,SCORING_AVG_BIRDIES,SCORING_PCT_BIRDIE_OR_BETTER,SCORING_BIRDIE_BOGEY_RATIO,SCORING_BOGEY_AVERAGE,SCORING_EAGLES_PER_HOLE,SCORING_PAR3_AVERAGE,SCORING_PAR4_AVERAGE,SCORING_PAR5_AVERAGE,SCORING_ROUNDS_IN_60S,SCORING_AVG_OVERALL,SCORING_TOTAL_BIRDIES,SCORING_TOTAL_EAGLES,STREAKS_CUTS_MADE,STREAKS_FIRS_MADE,STREAKS_GIRS_MADE,STREAKS_HOLES_UNDER_PAR
Webb Simpson,176.4,165.5,165.6,168.5,-0.205,53.6,80.61,52.94,70.83,77.39,67.86,75.31,69.74,59.63,56.67,75.68,89.03,84.07,93.22,56.34,64.47,89.66,61.76,58.33,682500.0,"$5,097,742",8.0,"$5,212,742","110' 1""",167.49,25.0,280.9,324.8,2.528,111.12,"23' 2""",67.31,296.2,3.9,67.42,11.82,12.78,374.0,11.94,1.508,2661.0,7.69,9.83,,"2' 1""","9' 10""","18' 4""","80' 9""",36.31,1.571,28.27,4.67,26.5,2.36,1.79,5.0,2.97,3.89,4.52,36.0,68.97800000000001,243.0,5.0,5.0,0.0,1.0,4.0
Ryan Palmer,176.5,164.7,164.1,167.0,-0.096,55.0,75.35,53.42,65.93,75.45,60.68,71.56,53.95,57.67,45.67,72.73,83.08,80.39,86.99,50.0,59.95,87.5,55.91,54.43,445333.0,"$2,724,926",5.0,"$2,872,676","106' 2""",171.42,198.0,284.7,327.0,2.4859999999999998,114.54,"23' 7""",60.08,299.3,7.2,59.71,11.11,12.55,388.0,15.68,1.4969999999999999,2464.5,7.37,9.85,,"2' 3""","8' 9""","21' 8""","69' 9""",32.71,1.587,28.57,3.99,22.71,1.42,2.63,7.0,3.07,4.02,4.53,33.0,70.196,271.0,7.0,6.0,0.0,2.0,4.0
Matthew NeSmith,176.5,161.3,164.8,166.6,-0.08199999999999999,53.6,81.8,54.84,70.18,73.47,65.59,72.97,67.52,63.16,46.49,78.57,88.61,82.81,92.24,49.48,60.0,75.56,51.2,54.55,105000.0,"$783,232",1.0,"$783,232","100' 1""",170.87,81.0,281.9,325.7,2.467,114.26,"24' 9""",64.14,295.0,7.5,63.15,9.61,12.68,369.0,13.35,1.495,2491.1,6.74,10.63,,"2' 2""","9' 8""","22' 10""","72' 11""",29.16,1.629,29.32,3.72,21.32,1.52,2.24,8.0,3.0,4.0,4.62,30.0,70.575,253.0,8.0,,1.0,0.0,5.0
Keith Mitchell,176.6,161.3,159.8,163.8,-0.079,48.8,78.54,47.99,65.02,64.52,59.26,63.76,59.24,58.99,47.75,76.67,86.89,78.48,91.1,48.04,53.1,82.61,52.76,47.46,101000.0,"$886,979",1.0,"$886,979","107' 1""",178.32,222.0,291.0,326.5,2.432,119.65,"26' 0""",58.32,301.9,6.1,59.49,10.41,17.4,383.0,11.27,1.4909999999999999,2554.0,7.22,9.84,0.02,"2' 5""","9' 8""","5' 9""","78' 11""",31.59,1.61,28.98,3.78,21.53,1.11,2.98,6.0,3.13,4.05,4.68,23.0,71.298,242.0,6.0,,2.0,1.0,3.0
Kramer Hickok,176.6,165.3,157.5,162.1,-0.037000000000000005,36.4,74.78,52.44,66.21,71.21,61.9,65.71,64.56,63.06,43.53,82.05,84.75,79.89,86.08,49.18,63.76,100.0,61.11,51.02,,"$253,646",,"$253,646","96' 2""",167.15,171.0,272.8,307.3,2.435,112.04,"24' 2""",67.15,292.8,6.6,69.58,11.19,9.94,374.0,12.33,1.495,2463.3,6.86,10.29,,"2' 5""","8' 3""","1' 7""","65' 6""",25.9,1.633,29.39,3.18,18.03,1.16,2.55,3.0,3.09,4.04,4.65,20.0,71.472,156.0,3.0,,6.0,1.0,4.0
Troy Merritt,176.7,164.8,161.7,165.2,-0.075,51.8,76.1,52.68,66.5,72.97,60.22,69.88,64.89,51.22,41.18,85.25,87.36,81.91,88.43,47.96,60.0,92.5,56.45,54.1,110000.0,"$1,037,971",2.0,"$1,037,971","113' 5""",167.47,193.0,278.2,323.1,2.497,111.4,"27' 4""",64.52,291.8,7.3,63.62,12.05,9.39,360.0,15.51,1.5030000000000001,2816.6,7.03,10.28,,"2' 4""","11' 2""","19' 11""","79' 6""",30.01,1.6059999999999999,28.91,3.76,21.24,1.38,2.34,4.0,3.07,4.01,4.69,26.0,71.165,256.0,4.0,2.0,9.0,4.0,5.0
Si Woo Kim,176.7,159.3,162.4,165.2,-0.12,46.3,77.21,51.24,65.54,77.14,62.38,65.85,61.65,60.87,45.99,72.97,84.43,81.77,89.41,49.32,58.82,96.67,57.64,45.57,110000.0,"$1,074,246",1.0,"$1,074,246","90' 0""",169.47,287.0,276.0,313.2,2.432,113.47,"23' 5""",57.03,298.1,8.0,57.62,9.4,14.05,362.0,15.13,1.494,2468.7,7.35,9.93,0.01,"2' 4""","9' 10""","13' 4""","75' 7""",32.15,1.598,28.77,3.89,21.85,1.33,2.61,3.0,3.07,3.98,4.78,32.0,71.25399999999999,288.0,3.0,9.0,1.0,3.0,5.0
Phil Mickelson,176.7,158.5,161.0,164.0,-0.09,50.0,76.88,50.91,63.51,69.41,56.09,58.33,65.6,46.32,37.5,70.0,80.7,76.95,85.12,56.6,60.6,95.24,60.83,58.21,110000.0,"$1,493,908",2.0,"$1,493,908","120' 7""",174.02,325.0,290.1,332.7,2.478,117.09,"24' 9""",54.0,301.5,5.4,52.21,11.86,22.46,394.0,13.44,1.4869999999999999,2553.2,7.43,9.94,,"2' 0""","8' 5""","10' 7""","66' 4""",32.36,1.5759999999999998,28.37,3.76,21.68,1.35,2.49,7.0,3.07,4.02,4.64,19.0,71.009,192.0,7.0,,0.0,1.0,5.0
Danny Lee,177.0,170.8,164.2,168.3,-0.08199999999999999,51.7,78.51,55.45,65.62,74.36,59.58,67.47,61.9,50.31,44.7,80.36,83.25,80.06,84.31,53.08,59.72,83.87,57.04,53.33,166000.0,"$2,043,764",3.0,"$2,043,764","124' 7""",170.5,226.0,287.2,325.4,2.51,114.4,"23' 7""",57.07,302.0,7.8,56.66,13.29,15.67,382.0,13.97,1.49,2363.1,7.45,9.68,,"2' 6""","9' 7""","15' 5""","75' 6""",33.46,1.598,28.77,4.06,23.03,1.34,2.72,6.0,3.05,4.01,4.66,31.0,70.609,280.0,6.0,2.0,0.0,2.0,5.0
Cameron Tringale,177.2,168.1,161.8,166.0,-0.11599999999999999,34.0,81.09,59.01,69.66,71.83,65.28,75.9,70.93,59.72,41.8,79.37,84.42,79.18,86.76,50.0,64.24,90.24,60.0,50.85,110000.0,"$911,172",1.0,"$911,172","110' 5""",175.17,162.0,287.9,327.8,2.406,119.68,"26' 10""",54.03,301.9,6.4,54.45,9.77,19.84,383.0,15.32,1.464,2699.4,7.11,10.13,0.03,"2' 5""","8' 0""","10' 4""","69' 0""",29.95,1.6119999999999999,29.02,3.89,22.05,1.68,2.08,5.0,3.04,3.97,4.62,32.0,70.53399999999999,245.0,5.0,,7.0,3.0,4.0
Patrick Cantlay,177.2,154.4,160.6,163.7,-0.15,44.7,82.55,53.23,68.36,79.0,62.15,66.43,62.76,56.57,42.39,82.26,85.71,83.55,87.16,55.41,59.54,82.76,55.56,58.7,186000.0,"$2,118,336",3.0,"$2,223,336","104' 9""",174.44,102.0,288.4,327.5,2.491,115.79,"26' 11""",59.35,303.1,6.2,59.0,10.34,16.69,378.0,13.94,1.5090000000000001,2416.8,7.46,9.89,,"2' 1""","9' 8""","20' 4""","74' 7""",33.45,1.589,28.61,4.15,23.91,1.62,2.43,7.0,3.06,3.98,4.49,23.0,69.764,191.0,7.0,,0.0,0.0,4.0
J.T. Poston,177.2,156.2,166.9,167.6,-0.121,35.6,73.56,50.25,64.74,67.83,60.22,64.25,63.76,58.9,44.29,78.57,84.79,78.92,86.96,57.25,60.4,87.5,53.38,63.33,140000.0,"$1,282,929",2.0,"$1,555,429","107' 3""",169.21,274.0,279.7,315.4,2.474,113.05,"24' 3""",63.74,290.2,5.1,63.68,10.67,11.69,394.0,16.46,1.4980000000000002,2642.6,7.68,9.86,,"2' 2""","10' 3""","19' 3""","77' 11""",32.64,1.567,28.21,3.88,22.01,1.44,2.46,6.0,2.94,4.01,4.7,34.0,70.429,303.0,6.0,2.0,0.0,0.0,3.0
Louis Oosthuizen,177.3,167.4,158.3,163.5,-0.105,48.6,79.75,49.43,65.28,67.57,61.05,72.03,61.85,56.41,41.86,70.73,80.34,75.39,85.53,43.21,58.0,86.96,68.75,40.74,150000.0,"$1,312,138",2.0,"$1,312,138","101' 4""",169.23,201.0,281.1,342.1,2.501,112.41,"21' 5""",60.63,300.1,6.6,60.14,11.18,15.44,404.0,14.54,1.506,2529.6,7.27,10.04,,"2' 5""","10' 5""","29' 9""","75' 6""",30.07,1.6030000000000002,28.85,3.58,20.37,1.21,2.65,4.0,3.1,4.01,4.69,22.0,70.493,172.0,4.0,7.0,0.0,0.0,5.0
Xinjun Zhang,177.4,166.9,161.0,165.8,-0.08900000000000001,50.0,79.41,52.98,66.02,77.5,59.52,67.78,57.08,55.25,42.22,73.21,86.24,83.14,90.74,50.0,56.26,94.44,55.11,45.54,110000.0,"$1,232,376",3.0,"$1,232,376","94' 6""",170.4,283.0,279.5,311.1,2.405,116.22,"23' 9""",59.52,293.8,5.8,59.05,8.99,13.37,358.0,18.35,1.466,2602.1,7.17,9.9,0.01,"2' 1""","9' 9""","23' 8""","75' 4""",32.42,1.598,28.77,4.1,23.09,1.32,2.86,4.0,3.08,4.01,4.65,29.0,71.058,316.0,4.0,,2.0,1.0,5.0
Patton Kizzire,177.7,158.1,161.4,164.4,-0.09300000000000001,61.5,77.4,51.98,64.85,71.88,62.17,69.23,66.49,51.7,47.83,84.62,92.14,83.9,95.05,45.45,56.61,100.0,52.42,48.0,,"$352,764",1.0,"$437,764","113' 0""",170.74,346.0,283.5,308.8,2.4859999999999998,114.04,"24' 9""",54.03,294.8,6.0,55.09,11.25,16.05,366.0,16.36,1.4980000000000002,2599.9,7.55,9.95,0.04,"2' 3""","9' 11""","28' 1""","77' 3""",32.55,1.587,28.56,3.78,21.62,1.25,2.64,6.0,3.06,4.05,4.61,23.0,71.444,208.0,6.0,2.0,2.0,0.0,4.0
Sam Burns,177.9,160.1,159.6,163.8,-0.124,56.7,80.22,56.95,66.95,77.48,61.13,70.97,56.04,52.11,48.0,91.38,86.86,83.86,85.39,32.14,57.1,85.71,59.29,35.0,101000.0,"$757,500",1.0,"$757,500","100' 9""",178.95,164.0,294.0,335.1,2.477,118.67,"24' 10""",54.8,312.0,7.8,55.15,8.85,13.3,375.0,20.08,1.506,2604.9,7.03,10.4,,"2' 1""","9' 2""","14' 10""","73' 1""",32.28,1.6059999999999999,28.91,3.9,22.51,1.44,2.48,9.0,3.13,4.0,4.55,30.0,70.778,226.0,9.0,,5.0,1.0,4.0
Jason Kokrak,177.9,152.5,164.6,165.6,-0.11699999999999999,60.4,79.92,57.65,68.64,78.3,64.97,69.83,65.75,61.04,47.62,73.33,81.08,80.07,83.57,43.75,59.14,76.0,71.17,47.69,169000.0,"$1,494,604",3.0,"$1,767,104","125' 0""",176.47,89.0,297.0,353.4,2.521,117.8,"24' 2""",57.64,312.4,6.8,57.55,12.82,16.5,390.0,15.8,1.499,2296.9,6.68,10.5,,"2' 4""","9' 2""","7' 1""","70' 4""",29.02,1.642,29.56,3.66,20.7,1.32,2.53,4.0,3.05,4.01,4.66,27.0,70.617,227.0,4.0,3.0,1.0,2.0,3.0
Andrew Landry,178.1,170.2,162.7,166.9,-0.05,48.8,72.71,50.99,64.11,72.26,60.91,71.19,61.01,50.58,48.46,75.51,80.61,76.82,82.76,46.24,59.21,91.67,60.87,43.48,150000.0,"$1,510,275",1.0,"$1,510,275","97' 2""",163.74,253.0,273.1,921.7,2.511,108.78,"21' 11""",65.72,289.7,5.3,65.42,11.31,10.54,351.0,16.32,1.506,2438.9,7.22,9.98,,"2' 0""","10' 3""",,"67' 9""",29.89,1.598,28.76,3.63,20.37,1.19,2.73,2.0,3.12,4.01,4.73,27.0,71.22800000000001,229.0,2.0,3.0,0.0,0.0,4.0
Justin Thomas,178.1,162.2,160.8,165.4,-0.142,52.1,79.96,60.0,69.61,78.46,63.57,73.29,60.55,54.82,50.91,82.89,86.69,83.86,88.37,62.5,63.16,94.44,58.62,62.12,4500000.0,"$7,344,040",10.0,"$7,491,540","102' 3""",175.1,104.0,288.8,347.7,2.485,116.23,"25' 7""",57.25,304.2,6.0,57.53,10.21,15.69,449.0,17.06,1.507,2279.1,7.38,9.98,,"2' 0""","8' 5""","28' 2""","70' 2""",35.64,1.59,28.62,4.55,25.76,1.96,2.18,6.0,3.04,3.93,4.48,39.0,69.128,300.0,6.0,7.0,1.0,1.0,5.0
Byeong Hun An,178.1,158.5,160.6,163.8,-0.078,57.1,79.75,53.56,65.78,71.2,60.12,67.54,66.35,54.38,37.59,78.95,85.42,80.55,88.41,50.71,60.61,92.5,57.24,46.84,190000.0,"$2,283,951",5.0,"$2,283,951","114' 10""",171.35,233.0,286.9,347.9,2.523,113.68,"23' 2""",54.3,305.7,7.7,54.43,12.08,15.8,410.0,18.1,1.508,2438.4,7.41,9.65,0.01,"2' 4""","8' 8""","10' 9""","66' 9""",31.11,1.594,28.69,3.83,21.78,1.35,2.59,7.0,3.05,4.01,4.68,38.0,70.568,287.0,7.0,,0.0,0.0,5.0
Chesson Hadley,178.1,167.6,157.6,164.2,-0.14400000000000002,35.0,78.74,57.04,70.21,79.31,67.46,78.17,62.69,62.5,51.28,85.71,90.14,85.27,91.59,44.79,53.7,86.36,50.54,40.35,70000.0,"$485,193",,"$485,193","104' 6""",169.9,41.0,282.7,320.3,2.505,112.86,"23' 4""",66.71,296.0,3.1,67.08,10.82,13.32,372.0,12.54,1.505,2422.9,7.02,10.02,0.02,"2' 5""","8' 10""","32' 10""","76' 3""",33.52,1.6269999999999998,29.29,4.31,24.62,1.44,2.59,7.0,3.06,4.01,4.61,24.0,71.22800000000001,250.0,7.0,2.0,2.0,3.0,6.0
Luke List,178.1,163.8,162.6,166.1,-0.1,52.8,79.64,58.39,69.48,73.72,65.06,72.34,67.45,59.21,47.11,90.32,88.51,83.06,87.86,53.85,57.52,93.1,52.85,56.34,101000.0,"$731,507",1.0,"$731,507","102' 5""",180.79,88.0,295.7,325.1,2.391,123.68,"25' 3""",57.45,307.8,6.5,58.25,9.08,14.53,382.0,16.13,1.462,2655.2,6.43,10.71,,"2' 2""","9' 7""","14' 11""","71' 3""",29.35,1.6540000000000001,29.77,3.65,21.34,1.36,2.46,13.0,3.07,4.03,4.58,29.0,71.048,252.0,13.0,,0.0,1.0,4.0
Martin Laird,178.1,168.6,160.6,165.6,-0.102,52.2,83.62,51.52,70.51,78.0,64.71,65.96,71.19,56.67,50.0,90.63,90.74,86.71,90.79,32.2,60.87,88.89,69.33,31.71,,"$232,786",1.0,"$232,786","101' 8""",171.35,21.0,282.6,309.8,2.472,114.32,"23' 4""",63.74,302.1,5.7,64.44,9.95,10.86,359.0,14.81,1.499,2474.3,6.36,10.54,0.03,"2' 4""","9' 8""","9' 10""","72' 1""",27.9,1.6580000000000001,29.85,3.59,21.08,1.37,2.51,8.0,3.04,4.01,4.63,13.0,71.344,140.0,8.0,4.0,0.0,0.0,3.0
Billy Horschel,178.1,158.3,165.0,166.9,-0.133,39.1,80.06,47.56,66.17,76.74,60.42,67.28,64.02,52.78,42.28,79.63,83.25,80.63,84.67,50.0,56.34,91.89,51.39,47.73,395000.0,"$2,383,908",6.0,"$2,531,658","108' 1""",170.51,148.0,280.5,339.6,2.468,113.67,"22' 3""",62.79,299.3,5.6,61.95,11.82,16.34,388.0,12.8,1.5,2493.7,7.19,10.19,0.03,"2' 1""","9' 9""","9' 8""","74' 10""",31.81,1.594,28.7,3.92,22.29,1.38,2.65,7.0,3.08,4.0,4.6,34.0,70.209,310.0,7.0,2.0,3.0,4.0,4.0
Jordan Spieth,178.2,158.0,164.6,166.5,-0.121,37.8,75.11,50.61,62.37,67.42,57.38,65.36,59.01,50.61,44.33,74.42,81.61,76.81,83.97,49.09,57.86,94.12,53.28,51.72,101000.0,"$1,138,146",3.0,"$1,244,146","103' 3""",172.47,345.0,285.6,472.0,2.504,114.05,"24' 6""",52.14,301.6,5.7,52.99,10.84,18.07,402.0,17.61,1.51,2385.7,7.74,9.6,0.02,"2' 2""","9' 4""","12' 4""","71' 5""",33.72,1.567,28.21,3.87,22.13,1.25,2.82,7.0,3.04,4.05,4.59,20.0,70.85600000000001,240.0,7.0,,0.0,2.0,6.0
Grayson Murray,178.3,148.2,163.7,164.2,-0.122,37.9,77.29,49.78,63.89,72.6,59.91,65.79,53.4,53.52,52.38,69.7,77.78,75.88,80.65,43.55,55.56,90.91,56.82,40.48,,"$244,150",1.0,"$244,150","90' 11""",180.02,238.0,297.6,1147.4,2.449,121.5,"24' 5""",54.17,313.8,6.8,53.86,8.0,14.05,372.0,21.55,1.486,2374.6,7.03,9.94,,"2' 2""","8' 8""","10' 9""","67' 7""",33.74,1.62,29.17,3.97,22.84,1.18,2.89,5.0,3.03,4.11,4.57,11.0,71.81,143.0,5.0,,1.0,3.0,4.0
Marc Leishman,178.4,163.5,166.6,168.3,-0.077,53.4,72.56,49.63,61.48,73.26,56.98,64.07,60.47,50.59,40.44,75.76,80.0,77.59,81.15,42.11,55.32,93.55,52.83,43.06,405000.0,"$3,109,752",3.0,"$3,109,752","93' 3""",172.85,383.0,274.9,336.0,2.386,115.22,"26' 3""",51.88,295.8,8.1,53.76,9.65,15.46,390.0,19.5,1.5,2451.8,7.05,10.18,0.02,"2' 3""","10' 6""","22' 3""","73' 1""",29.46,1.608,28.95,3.39,19.31,0.99,3.16,5.0,3.06,4.08,4.72,19.0,71.186,207.0,5.0,2.0,0.0,2.0,4.0
Mark Hubbard,178.7,167.6,165.6,168.7,-0.12300000000000001,52.3,77.91,51.23,66.67,73.68,62.11,73.71,63.37,53.09,48.6,87.5,88.58,82.48,88.96,47.26,60.85,91.18,58.64,46.9,167000.0,"$1,840,473",3.0,"$1,840,473","86' 0""",166.58,231.0,268.2,1301.5,2.386,112.4,"22' 10""",62.84,290.1,6.4,63.46,8.69,11.69,368.0,16.6,1.485,2943.6,7.41,10.1,,"2' 1""","9' 6""","20' 7""","74' 7""",31.68,1.5919999999999999,28.66,3.74,21.64,1.49,2.3,13.0,3.06,4.0,4.56,47.0,70.414,322.0,13.0,5.0,2.0,0.0,5.0
Robby Shelton,178.8,161.5,168.4,169.4,-0.071,53.1,75.82,56.99,66.9,74.07,62.07,66.86,68.89,51.89,48.46,86.96,85.35,81.37,84.87,46.46,53.66,85.71,48.61,45.95,140000.0,"$1,232,306",3.0,"$1,232,306","97' 0""",166.64,185.0,274.4,312.5,2.479,110.69,"22' 8""",61.17,296.6,6.2,61.46,11.4,15.99,365.0,13.22,1.506,2204.1,6.59,10.65,,"2' 2""","10' 0""","8' 8""","72' 6""",30.08,1.636,29.45,3.73,21.21,1.19,2.87,6.0,3.09,4.04,4.64,23.0,71.358,265.0,6.0,2.0,0.0,0.0,4.0
Jhonattan Vegas,178.8,160.9,160.2,164.6,-0.091,57.7,78.34,59.77,70.22,71.08,63.87,70.49,67.38,50.0,55.88,87.23,87.84,81.82,88.12,39.19,54.48,89.47,45.92,40.0,70000.0,"$527,009",1.0,"$527,009","101' 4""",181.77,22.0,291.5,344.1,2.396,121.64,"24' 7""",62.0,309.0,5.1,60.94,8.78,16.41,369.0,12.3,1.494,2623.8,6.5,10.7,0.02,"2' 2""","9' 0""","7' 5""","67' 3""",31.43,1.649,29.68,4.06,23.22,1.4,2.82,6.0,3.05,4.01,4.55,20.0,70.883,203.0,6.0,,0.0,5.0,4.0
Tony Finau,178.9,165.5,161.5,166.3,-0.145,52.7,81.35,58.88,68.83,75.0,63.74,65.64,66.18,62.43,46.55,82.35,88.38,83.93,90.75,47.75,60.89,96.88,58.33,47.14,550000.0,"$2,932,286",7.0,"$3,047,286","106' 2""",180.63,150.0,294.4,350.3,2.412,122.05,"24' 10""",51.79,309.8,6.7,51.96,9.64,15.81,411.0,19.98,1.48,2648.4,7.32,10.0,,"1' 11""","9' 9""","13' 6""","72' 8""",33.26,1.587,28.57,4.19,23.92,1.68,2.26,8.0,3.04,3.97,4.56,39.0,69.992,302.0,8.0,2.0,0.0,7.0,4.0
Kyoung-Hoon Lee,179.1,161.4,164.6,166.9,-0.081,31.4,75.27,50.99,65.2,71.57,59.31,64.41,63.13,52.94,42.48,72.34,79.78,76.84,82.35,53.28,62.08,94.12,57.14,50.98,105000.0,"$781,808",1.0,"$781,808","93' 6""",169.41,177.0,278.2,307.7,2.467,112.74,"24' 6""",64.98,296.4,6.8,62.52,9.62,13.25,349.0,13.51,1.5019999999999998,2500.2,7.38,9.86,0.04,"2' 3""","8' 6""",,"68' 5""",30.45,1.6,28.81,3.74,20.83,1.34,2.43,1.0,3.08,4.04,4.61,32.0,71.339,269.0,1.0,,0.0,1.0,3.0
Zack Sucher,179.1,155.9,156.2,161.0,-0.091,67.7,80.6,59.57,68.36,77.05,63.13,65.33,63.38,62.5,42.86,89.19,84.91,82.04,82.61,48.33,54.15,95.45,50.0,52.27,,"$215,568",,"$215,568","106' 10""",168.83,201.0,284.0,314.7,2.533,112.12,"21' 9""",53.28,301.6,9.3,53.61,11.48,18.37,360.0,15.66,1.508,2350.3,6.75,10.31,,"2' 1""","9' 9""","8' 3""","68' 7""",30.47,1.636,29.44,3.89,21.91,1.22,3.0,2.0,3.05,4.04,4.7,14.0,72.006,140.0,2.0,,0.0,2.0,5.0
Cameron Smith,179.1,166.6,161.9,166.4,-0.105,45.8,79.71,51.72,64.06,81.98,58.79,63.37,60.68,54.44,37.41,82.0,86.63,84.81,88.52,57.52,59.18,95.45,55.15,56.79,445333.0,"$2,372,487",2.0,"$2,372,487","99' 11""",169.25,331.0,282.1,334.3,2.512,112.31,"23' 6""",54.46,299.8,7.8,54.74,11.36,17.76,380.0,16.18,1.508,2251.3,7.55,9.81,,"2' 2""","9' 1""","21' 8""","73' 4""",33.29,1.5819999999999999,28.48,3.86,22.14,1.31,2.66,8.0,3.07,4.01,4.67,31.0,70.643,247.0,8.0,6.0,0.0,1.0,4.0
Michael Thompson,179.2,167.4,164.1,167.5,-0.079,55.1,73.37,50.33,64.96,78.99,61.72,65.59,67.26,52.53,43.9,74.42,81.46,80.37,84.26,57.14,60.87,100.0,60.14,56.25,152000.0,"$1,577,832",2.0,"$1,577,832","102' 0""",164.44,257.0,272.0,304.3,2.476,109.83,"24' 4""",65.4,288.4,6.3,65.77,11.27,13.59,365.0,10.9,1.4969999999999999,2662.3,7.16,10.23,,"2' 3""","9' 6""","17' 2""","71' 2""",28.63,1.604,28.87,3.44,19.44,1.26,2.44,4.0,3.02,4.06,4.61,22.0,71.061,213.0,4.0,,2.0,2.0,4.0
Matthew Fitzpatrick,179.2,167.1,163.3,167.3,-0.11699999999999999,48.6,74.23,51.5,66.05,74.68,63.76,74.26,67.04,56.08,46.53,73.68,81.69,79.19,84.62,47.17,58.79,88.89,56.86,53.13,181000.0,"$2,109,709",5.0,"$2,109,709","92' 1""",168.4,175.0,273.1,343.8,2.4290000000000003,112.43,"22' 9""",64.58,294.7,5.7,65.85,9.24,13.56,376.0,12.09,1.499,2609.4,7.5,9.94,,"2' 5""","11' 4""","12' 4""","83' 4""",30.63,1.577,28.39,3.67,21.09,1.37,2.48,7.0,3.06,4.01,4.62,24.0,70.07,198.0,7.0,,0.0,1.0,4.0
Charles Howell III,179.2,160.2,162.4,165.5,-0.11599999999999999,54.2,85.33,51.49,68.76,77.68,62.27,70.44,64.92,56.46,36.54,75.0,86.78,83.22,89.86,50.48,57.47,73.91,56.15,47.76,140000.0,"$1,371,807",3.0,"$1,463,057","87' 10""",175.25,188.0,286.8,360.8,2.454,116.85,"26' 3""",54.57,301.1,7.0,52.03,8.44,15.8,411.0,21.74,1.499,2657.2,6.8,10.51,,"2' 1""","9' 11""","12' 2""","72' 4""",29.43,1.63,29.33,3.67,21.01,1.37,2.51,8.0,3.05,4.0,4.65,31.0,70.71600000000001,253.0,8.0,2.0,0.0,1.0,5.0
Lanto Griffin,179.3,163.5,164.6,167.7,-0.106,46.8,79.13,50.81,65.52,78.57,61.27,69.23,60.66,57.67,42.57,68.0,81.08,80.22,85.52,54.49,63.4,91.67,58.59,58.62,527500.0,"$3,188,586",4.0,"$3,188,586","88' 2""",178.69,221.0,284.0,352.9,2.379,119.4,"25' 10""",57.16,302.5,6.9,57.5,7.51,14.82,429.0,17.07,1.499,2653.8,7.45,9.79,0.01,"2' 4""","9' 9""","9' 9""","76' 6""",31.98,1.588,28.58,3.87,22.04,1.45,2.49,9.0,3.06,4.0,4.57,41.0,70.45100000000001,356.0,9.0,6.0,2.0,2.0,5.0
Martin Trainer,179.4,159.0,156.5,161.0,0.034,30.8,64.31,43.75,52.05,52.81,44.35,61.76,33.86,40.4,34.18,59.18,78.45,70.0,85.61,47.95,51.13,88.89,49.37,46.0,,"$89,482",,"$89,482","109' 4""",176.96,348.0,296.5,325.1,2.49,119.08,"28' 0""",48.07,302.1,4.8,48.7,10.51,22.68,397.0,14.68,1.486,2258.1,7.59,9.39,,"2' 7""","8' 11""","15' 6""","69' 1""",30.54,1.599,28.78,2.89,16.79,0.62,3.87,6.0,3.31,4.24,4.74,2.0,74.865,133.0,6.0,,0.0,0.0,3.0
