Player,Year,Rounds,Avg_Drive_Distance,GIR_Percentage,SG_Total,Scoring_Avg,Money,Wins,Tournaments_Won
BRANDEN GRACE,2018.0,67.0,298.9,67.1,0.812,70.41199999999999,1529289.0,0,
BRANDON HARKINS,2018.0,101.0,303.1,65.67,0.275,70.721,1148115.0,0,
BRANDT SNEDEKER,2018.0,84.0,293.1,65.04,0.625,70.37899999999999,2448970.0,1,Wyndham Championship
BRENDAN STEELE,2018.0,74.0,310.3,69.24,0.0289999999999999,71.021,2291128.0,1,Safeway Open
BRETT STEGMAIER,2018.0,67.0,295.4,70.31,0.048,71.191,305607.0,0,
BRIAN GAY,2018.0,103.0,282.9,64.52,0.565,70.28,2152501.0,0,
BRIAN HARMAN,2018.0,94.0,291.9,67.59,0.29,70.536,2733463.0,0,
BRIAN STUARD,2018.0,103.0,278.9,67.12,0.062,71.038,1089763.0,0,
BRICE GARNETT,2018.0,99.0,296.7,66.78,-0.31,71.018,1466224.0,1,Corales Puntacana Resort and Club Championship
BRONSON BURGOON,2018.0,69.0,302.8,68.44,0.481,70.70100000000001,1179616.0,0,
BROOKS KOEPKA,2018.0,64.0,313.4,68.28,1.22,69.444,7094047.0,2,"U.S. Open, PGA Championship"
BRYSON DECHAMBEAU,2018.0,93.0,305.7,69.65,1.558,69.646,8094489.0,3,"Memorial Tournament, The Northern Trust, Dell Technologies Championship"
BUBBA WATSON,2018.0,90.0,313.1,68.21,0.555,70.384,5793748.0,3,"Genesis Open, WGC-Dell Technologies Match Play, Travelers Championship"
BUD CAULEY,2018.0,55.0,295.4,64.26,0.461,71.35600000000001,900591.0,0,
BYEONG HUN AN,2018.0,86.0,307.9,67.99,0.805,70.19,2599264.0,0,
C.T. PAN,2018.0,104.0,292.7,71.2,0.478,70.457,1881787.0,0,
CAMERON PERCY,2018.0,56.0,295.6,69.56,0.285,70.90899999999999,387612.0,0,
CAMERON SMITH,2018.0,85.0,298.4,63.18,0.2189999999999999,70.517,3622607.0,0,
CAMERON TRINGALE,2018.0,67.0,289.3,65.52,-1.019,72.146,179459.0,0,
CHAD CAMPBELL,2018.0,87.0,286.5,65.54,-0.484,71.683,801960.0,0,
CHARL SCHWARTZEL,2018.0,65.0,299.5,61.11,-0.195,71.34899999999999,1710179.0,0,
CHARLES HOWELL III,2018.0,104.0,300.9,69.33,0.8009999999999999,70.219,2179725.0,0,
CHARLEY HOFFMAN,2018.0,87.0,299.5,66.53,0.425,70.521,1400637.0,0,
CHESSON HADLEY,2018.0,103.0,300.0,67.68,0.8590000000000001,70.311,2768863.0,0,
CHEZ REAVIE,2018.0,93.0,286.5,68.67,0.674,70.432,2700018.0,0,
CHRIS KIRK,2018.0,108.0,289.8,68.24,0.732,70.411,1824111.0,0,
CHRIS STROUD,2018.0,81.0,289.8,62.94,-0.3379999999999999,71.628,565466.0,0,
CODY GRIBBLE,2018.0,71.0,301.0,62.48,-0.8190000000000001,72.112,302593.0,0,
CONRAD SHINDLER,2018.0,60.0,291.3,66.27,-0.313,71.465,187399.0,0,
COREY CONNERS,2018.0,97.0,303.3,70.19,0.193,70.743,728296.0,0,
D.A. POINTS,2018.0,63.0,280.8,60.2,-1.449,73.01899999999999,377265.0,0,
DANIEL BERGER,2018.0,81.0,297.7,66.89,0.816,70.32,1721763.0,0,
DANIEL SUMMERHAYS,2018.0,51.0,287.1,56.79,-2.105,73.17699999999999,234510.0,0,
DANNY LEE,2018.0,88.0,290.6,65.05,0.0579999999999999,71.196,1269386.0,0,
DAVID HEARN,2018.0,66.0,285.1,68.89,-0.031,71.325,622383.0,0,
DAVID LINGMERTH,2018.0,82.0,285.4,63.03,-0.0069999999999999,71.043,616758.0,0,
DENNY MCCARTHY,2018.0,71.0,295.4,68.17,0.094,70.861,498341.0,0,
DEREK FATHAUER,2018.0,84.0,289.1,60.35,-0.807,71.827,708712.0,0,
DOMINIC BOZZELLI,2018.0,65.0,297.0,60.94,-0.055,71.179,391634.0,0,
DUSTIN JOHNSON,2018.0,77.0,314.0,70.57,2.372,68.69800000000001,8457352.0,3,"Sentry Tournament of Champions, FedEx St. Jude Classic, RBC Canadian Open"
EMILIANO GRILLO,2018.0,94.0,295.2,68.84,1.133,70.152,2493163.0,0,
ETHAN TRACY,2018.0,72.0,299.0,64.87,-0.813,72.038,364493.0,0,
FABIÃÂ¡N GÃÂ³MEZ,2018.0,88.0,291.1,67.86,-0.106,71.02,437032.0,0,
FRANCESCO MOLINARI,2018.0,73.0,301.0,70.24,1.123,69.797,5065842.0,2,"Quicken Loans National, The Open Championship"
GARY WOODLAND,2018.0,96.0,313.5,70.51,1.0659999999999998,70.161,3108907.0,1,Waste Management Phoenix Open
GRAEME MCDOWELL,2018.0,67.0,293.2,64.5,0.6970000000000001,71.001,581024.0,0,
GRAYSON MURRAY,2018.0,72.0,307.3,62.5,-0.336,72.09100000000001,1056628.0,0,
GREG CHALMERS,2018.0,56.0,282.8,56.94,-1.266,72.531,288023.0,0,
HAROLD VARNER III,2018.0,91.0,308.2,67.79,0.125,70.971,1223064.0,0,
HARRIS ENGLISH,2018.0,84.0,302.4,63.32,-0.184,71.16199999999999,799450.0,0,
HENRIK STENSON,2018.0,60.0,291.5,73.51,1.153,69.617,2680487.0,0,
HIDEKI MATSUYAMA,2018.0,75.0,302.0,69.29,1.196,70.02199999999999,2687477.0,0,
HUDSON SWAFFORD,2018.0,73.0,302.8,68.99,-0.492,71.619,569391.0,0,
HUNTER MAHAN,2018.0,67.0,296.9,68.96,0.209,71.135,457337.0,0,
IAN POULTER,2018.0,73.0,293.6,67.01,0.85,70.593,2714450.0,1,Houston Open
J.B. HOLMES,2018.0,77.0,306.1,65.26,0.5489999999999999,70.789,1595942.0,0,
J.J. HENRY,2018.0,81.0,291.8,70.52,-0.193,71.372,482052.0,0,
J.J. SPAUN,2018.0,85.0,298.2,69.48,0.292,70.525,1978906.0,0,
J.T. POSTON,2018.0,73.0,300.7,68.31,0.138,70.915,940661.0,0,
JAMES HAHN,2018.0,85.0,298.7,68.29,0.2789999999999999,70.896,1386301.0,0,
JAMIE LOVEMARK,2018.0,92.0,303.2,64.65,0.3879999999999999,70.734,1377286.0,0,
JASON DAY,2018.0,75.0,310.0,65.28,1.285,69.60300000000001,5087461.0,2,"Farmers Insurance Open, Wells Fargo Championship"
JASON DUFNER,2018.0,71.0,297.1,64.24,0.011,71.32300000000001,1497655.0,0,
JASON KOKRAK,2018.0,99.0,309.5,70.37,0.539,70.444,1794431.0,0,
JHONATTAN VEGAS,2018.0,92.0,303.6,65.17,0.03,71.275,1137444.0,0,
JIM FURYK,2018.0,50.0,280.5,63.19,0.412,70.342,660010.0,0,
JIMMY WALKER,2018.0,81.0,299.0,61.9,0.357,70.786,2027312.0,0,
JOEL DAHMEN,2018.0,93.0,295.8,68.82,0.4,70.578,1476838.0,0,
JOHN HUH,2018.0,94.0,287.1,65.8,0.251,70.718,974538.0,0,
JOHNSON WAGNER,2018.0,75.0,286.1,67.87,0.715,70.758,656322.0,0,
JON RAHM,2018.0,71.0,308.9,70.12,0.889,69.958,3992678.0,1,CareerBuilder Challenge
JONAS BLIXT,2018.0,67.0,293.1,62.02,-0.547,72.134,368518.0,0,
JONATHAN BYRD,2018.0,70.0,291.7,68.19,-0.266,71.398,267055.0,0,
JONATHAN RANDOLPH,2018.0,71.0,289.4,60.43,-0.877,71.945,453328.0,0,
JORDAN SPIETH,2018.0,81.0,299.8,70.47,0.83,69.904,2793536.0,0,
JUSTIN ROSE,2018.0,70.0,303.5,69.95,1.952,68.993,8130678.0,2,"WGC-HSBC Champions, Fort Worth Invitational"
JUSTIN THOMAS,2018.0,91.0,311.8,68.77,1.835,69.118,8694821.0,3,"CJ Cup, The Honda Classic, WGC-Bridgestone Invitational"
KEEGAN BRADLEY,2018.0,98.0,299.6,69.18,0.7929999999999999,70.303,4069464.0,1,BMW Championship
KEITH MITCHELL,2018.0,99.0,312.6,69.42,-0.018,70.92,1641260.0,0,
KELLY KRAFT,2018.0,94.0,288.6,63.83,-0.32,71.333,1496253.0,0,
KEVIN CHAPPELL,2018.0,77.0,308.6,66.52,0.3229999999999999,70.839,1608338.0,0,
KEVIN KISNER,2018.0,89.0,290.8,65.38,0.037,70.729,2972285.0,0,
KEVIN NA,2018.0,91.0,289.6,64.66,0.8009999999999999,70.288,3578316.0,1,A Military Tribute at The Greenbrier
KEVIN STREELMAN,2018.0,94.0,295.1,71.56,0.619,70.436,1523642.0,0,
KEVIN TWAY,2018.0,110.0,310.1,66.88,0.3289999999999999,70.8,1379544.0,0,
KIRADECH APHIBARNRAT,2018.0,51.0,294.7,62.2,0.511,70.62899999999999,,0,
KYLE STANLEY,2018.0,93.0,295.7,71.09,0.6859999999999999,70.404,3916001.0,0,
KYLE THOMPSON,2018.0,50.0,285.3,62.44,-1.262,72.673,24878.0,0,
LANTO GRIFFIN,2018.0,80.0,302.5,67.42,-0.268,71.145,358380.0,0,
LOUIS OOSTHUIZEN,2018.0,62.0,299.8,65.74,0.521,70.157,1731493.0,0,
LUCAS GLOVER,2018.0,65.0,297.7,67.12,0.276,71.066,789382.0,0,
LUKE LIST,2018.0,98.0,314.6,68.36,0.87,70.229,2710736.0,0,
MACKENZIE HUGHES,2018.0,80.0,294.9,66.01,-0.0139999999999999,71.282,518476.0,0,
MARC LEISHMAN,2018.0,93.0,298.5,66.67,0.624,70.26,3771221.0,0,
MARTIN FLORES,2018.0,92.0,300.0,66.34,-0.5670000000000001,71.458,449266.0,0,
MARTIN LAIRD,2018.0,73.0,299.0,65.9,0.47,70.839,1017580.0,0,
MARTIN PILLER,2018.0,79.0,292.2,60.39,-1.127,71.929,847304.0,0,
MATT ATKINS,2018.0,56.0,301.4,63.46,-1.129,72.251,89104.0,0,
MATT EVERY,2018.0,79.0,294.2,64.59,-1.139,72.044,299162.0,0,
MATT JONES,2018.0,70.0,304.5,66.49,0.104,71.112,538681.0,0,
MATT KUCHAR,2018.0,88.0,288.0,66.81,0.5760000000000001,70.461,1720097.0,0,
MICHAEL KIM,2018.0,74.0,289.9,60.63,-1.003,71.66199999999999,1379736.0,1,John Deere Classic
MICHAEL THOMPSON,2018.0,62.0,296.4,70.11,0.052,70.92399999999999,563972.0,0,
NATE LASHLEY,2018.0,51.0,293.9,68.2,0.31,70.999,296650.0,0,
NICHOLAS LINDHEIM,2018.0,77.0,293.5,68.04,-0.3229999999999999,71.344,593842.0,0,
NICK TAYLOR,2018.0,94.0,292.7,67.65,-0.235,71.26899999999999,899373.0,0,
NICK WATNEY,2018.0,94.0,307.5,67.96,0.3429999999999999,70.862,1402833.0,0,
OLLIE SCHNIEDERJANS,2018.0,91.0,301.4,62.77,0.254,70.641,1303610.0,0,
PAT PEREZ,2018.0,82.0,290.9,67.78,-0.048,70.594,2962641.0,1,CIMB Classic
PATRICK CANTLAY,2018.0,87.0,303.1,70.69,1.096,69.899,3963962.0,1,Shriners Hospitals for Children Open
PATRICK REED,2018.0,94.0,298.1,63.57,0.947,70.10600000000001,5006267.0,1,Masters Tournament
PATRICK RODGERS,2018.0,97.0,303.5,65.65,0.2319999999999999,70.73100000000001,1287040.0,0,
PATTON KIZZIRE,2018.0,92.0,298.7,69.04,-0.033,70.84100000000001,3541151.0,2,"OHL Classic at Mayakoba, Sony Open in Hawaii"
PAUL CASEY,2018.0,74.0,304.3,67.84,0.966,69.85,3641771.0,1,Valspar Championship
PETER MALNATI,2018.0,87.0,290.9,62.99,0.244,70.84100000000001,420001.0,0,
PETER UIHLEIN,2018.0,83.0,302.2,67.88,0.268,70.578,1797715.0,0,
PHIL MICKELSON,2018.0,90.0,300.3,64.88,0.931,70.098,4595187.0,1,WGC-Mexico Championship
RAFA CABRERA BELLO,2018.0,75.0,295.1,70.16,1.112,69.887,2449869.0,0,
RETIEF GOOSEN,2018.0,60.0,296.2,61.75,-0.497,71.40899999999999,545364.0,0,
RICHY WERENSKI,2018.0,98.0,291.8,66.97,-0.124,71.185,1081283.0,0,
RICKIE FOWLER,2018.0,74.0,299.8,69.52,1.275,69.435,4235237.0,0,
RICKY BARNES,2018.0,65.0,290.6,63.75,-0.365,71.663,340591.0,0,
ROB OPPENHEIM,2018.0,74.0,285.2,64.05,-0.542,71.532,279019.0,0,
ROBERT GARRIGUS,2018.0,80.0,307.9,65.28,-0.213,71.457,702030.0,0,
ROBERT STREB,2018.0,78.0,292.6,64.94,-0.581,71.905,411606.0,0,
ROBERTO DÃÂ­AZ,2018.0,72.0,286.3,63.73,-0.833,71.73100000000001,235635.0,0,
ROD PAMPLING,2018.0,62.0,288.4,62.64,-1.094,72.445,183806.0,0,
RORY MCILROY,2018.0,64.0,319.7,66.3,1.412,69.303,4410296.0,1,Arnold Palmer Invitational
RORY SABBATINI,2018.0,91.0,292.3,67.85,0.358,70.693,1126057.0,0,
RUSSELL HENLEY,2018.0,77.0,293.0,68.77,0.541,70.48899999999999,1516438.0,0,
RUSSELL KNOX,2018.0,94.0,291.7,69.57,0.3829999999999999,70.568,1424030.0,0,
RYAN ARMOUR,2018.0,109.0,283.5,68.22,0.337,70.758,2485203.0,1,Sanderson Farms Championship
RYAN BLAUM,2018.0,81.0,289.0,66.1,-0.033,70.993,980877.0,0,
RYAN MOORE,2018.0,78.0,289.2,68.8,0.941,70.015,1986608.0,0,
RYAN PALMER,2018.0,69.0,305.2,65.61,-0.231,71.031,1484445.0,0,
SAM RYDER,2018.0,82.0,297.3,72.08,0.154,70.914,1046166.0,0,
SAM SAUNDERS,2018.0,80.0,302.8,65.02,0.226,70.794,981936.0,0,
SATOSHI KODAIRA,2018.0,51.0,293.6,60.3,-1.832,72.182,1471462.0,1,RBC Heritage
SCOTT BROWN,2018.0,102.0,292.6,65.65,-0.6609999999999999,71.329,1076678.0,0,
SCOTT PIERCY,2018.0,84.0,296.6,69.72,0.29,70.736,1882337.0,0,
SCOTT STALLINGS,2018.0,96.0,299.7,65.62,0.27,70.719,1147573.0,0,
SEAMUS POWER,2018.0,86.0,302.6,65.17,0.178,70.869,791018.0,0,
SEAN O'HAIR,2018.0,67.0,302.7,63.84,-0.233,71.479,1104865.0,0,
SHANE LOWRY,2018.0,64.0,300.7,68.65,0.238,70.75399999999999,696897.0,0,
SHAWN STEFANI,2018.0,76.0,299.6,67.49,0.107,71.192,523204.0,0,
SI WOO KIM,2018.0,108.0,290.8,63.78,-0.092,71.367,2276114.0,0,
STEPHAN JAEGER,2018.0,81.0,299.2,67.11,-0.09,71.35600000000001,422260.0,0,
STEVE WHEATCROFT,2018.0,60.0,288.9,66.57,-0.3389999999999999,71.631,309656.0,0,
STEWART CINK,2018.0,87.0,298.1,68.58,0.465,70.44,1887208.0,0,
SUNG KANG,2018.0,89.0,293.1,63.2,-1.041,71.954,1243309.0,0,
TALOR GOOCH,2018.0,78.0,298.9,63.58,-0.163,71.149,654200.0,0,
"TED POTTER, JR.",2018.0,87.0,286.0,63.03,-0.094,71.024,1976198.0,0,
TIGER WOODS,2018.0,68.0,303.6,67.4,1.596,69.35,5443841.0,1,Tour Championship
TOM HOGE,2018.0,101.0,291.4,63.62,0.074,70.945,1358542.0,0,
TOM LOVELADY,2018.0,87.0,315.9,67.08,-0.19,71.252,700783.0,0,
TOMMY FLEETWOOD,2018.0,73.0,306.9,69.36,1.606,69.342,3935147.0,0,
TONY FINAU,2018.0,105.0,315.1,70.18,1.435,69.52,5620138.0,0,
TREY MULLINAX,2018.0,75.0,318.3,65.38,-0.072,70.815,1184245.0,0,
TROY MERRITT,2018.0,89.0,295.4,65.16,0.209,70.888,1326989.0,1,Barbasol Championship
TYLER DUNCAN,2018.0,97.0,294.4,69.65,0.017,71.04,944021.0,0,
TYRONE VAN ASWEGEN,2018.0,101.0,290.3,65.23,-0.3229999999999999,71.243,763584.0,0,
TYRRELL HATTON,2018.0,58.0,298.8,66.46,0.938,70.09100000000001,1943360.0,0,
VAUGHN TAYLOR,2018.0,83.0,286.1,67.02,0.2189999999999999,70.692,965691.0,0,
WEBB SIMPSON,2018.0,95.0,293.7,67.93,1.432,69.293,5376417.0,1,The Players Championship
WESLEY BRYAN,2018.0,69.0,280.4,61.28,-0.4539999999999999,71.55199999999999,498166.0,0,
WHEE KIM,2018.0,93.0,285.8,63.55,-0.437,71.477,1920340.0,0,
WILLIAM MCGIRT,2018.0,84.0,289.3,67.59,0.178,70.791,933327.0,0,
XANDER SCHAUFFELE,2018.0,96.0,304.9,65.59,0.644,70.486,4047538.0,0,
XINJUN ZHANG,2018.0,81.0,298.7,67.04,-0.7340000000000001,71.486,420377.0,0,
ZAC BLAIR,2018.0,64.0,279.5,66.48,0.3229999999999999,71.215,330507.0,0,
ZACH JOHNSON,2018.0,94.0,289.8,67.43,1.035,69.911,1957635.0,0,
ZECHENG DOU,2018.0,53.0,291.9,63.72,-1.198,72.773,90993.0,0,
AARON BADDELEY,2020.0,,284.9,64.89,,71.291,286504.0,0,
AARON WISE,2020.0,,301.5,72.1,,70.899,355972.0,0,
ABRAHAM ANCER,2020.0,,297.5,66.97,,69.892,2903306.0,0,
ADAM HADWIN,2020.0,,294.0,68.29,,70.61,1710808.0,0,
ADAM LONG,2020.0,,292.0,67.74,,70.41,2186913.0,0,
ADAM SCHENK,2020.0,,302.0,69.07,,70.732,678928.0,0,
ADAM SCOTT,2020.0,,308.1,68.13,,69.977,2272434.0,1,Genesis Invitational
ALEX NOREN,2020.0,,296.0,64.78,,70.127,1274003.0,0,
ANDREW LANDRY,2020.0,,289.7,64.11,,71.22800000000001,1510275.0,1,The American Express
ANDREW PUTNAM,2020.0,,277.9,63.77,,71.87100000000001,459640.0,0,
ANIRBAN LAHIRI,2020.0,,294.4,68.1,,71.601,58388.0,0,
ARJUN ATWAL,2020.0,,286.5,66.49,,71.867,63252.0,0,
AUSTIN COOK,2020.0,,293.8,68.24,,71.52199999999999,386353.0,0,
BEAU HOSSLER,2020.0,,306.6,65.17,,71.387,658088.0,0,
BEN MARTIN,2020.0,,283.6,67.13,,71.259,270879.0,0,
BEN TAYLOR,2020.0,,295.2,68.92,,71.82300000000001,99775.0,0,
BILL HAAS,2020.0,,294.3,69.44,,72.06,130293.0,0,
BILLY HORSCHEL,2020.0,,299.3,66.17,,70.209,2383908.0,0,
BO HOAG,2020.0,,294.7,69.98,,71.193,621518.0,0,
BO VAN PELT,2020.0,,291.7,65.12,,73.586,50838.0,0,
BRANDEN GRACE,2020.0,,297.3,68.43,,71.108,354443.0,0,
BRANDON HAGY,2020.0,,312.8,67.63,,71.3,341322.0,0,
BRANDT SNEDEKER,2020.0,,288.5,65.93,,70.73100000000001,896750.0,0,
BRENDAN STEELE,2020.0,,303.6,68.14,,70.30199999999999,1739131.0,0,
BRENDON TODD,2020.0,,282.7,65.5,,70.15100000000001,3390258.0,2,"Bermuda Championship, Mayakoba Golf Classic"
BRIAN GAY,2020.0,,288.5,64.81,,71.407,702647.0,0,
BRIAN HARMAN,2020.0,,293.0,65.67,,70.041,1482583.0,0,
BRIAN STUARD,2020.0,,281.5,65.09,,70.885,1002095.0,0,
BRICE GARNETT,2020.0,,290.6,69.92,,70.563,626179.0,0,
BRONSON BURGOON,2020.0,,294.6,66.88,,70.809,589539.0,0,
BROOKS KOEPKA,2020.0,,307.0,66.81,,70.546,1123227.0,0,
BRYSON DECHAMBEAU,2020.0,,322.1,68.46,,69.241,4998495.0,1,Rocket Mortgage Classic
BUBBA WATSON,2020.0,,311.0,67.68,,70.308,1565323.0,0,
BUD CAULEY,2020.0,,290.5,65.57,,70.308,1042100.0,0,
BYEONG HUN AN,2020.0,,305.7,65.78,,70.568,2283951.0,0,
CAMERON CHAMP,2020.0,,322.0,67.7,,70.868,2290839.0,1,Safeway Open
CAMERON DAVIS,2020.0,,308.0,69.25,,70.639,857225.0,0,
CAMERON PERCY,2020.0,,295.0,69.63,,71.07300000000001,470679.0,0,
CAMERON SMITH,2020.0,,299.8,64.06,,70.643,2372487.0,1,Sony Open in Hawaii
CAMERON TRINGALE,2020.0,,301.9,69.66,,70.53399999999999,911172.0,0,
CARLOS ORTIZ,2020.0,,300.3,66.74,,70.528,1631474.0,0,
CHARLES HOWELL III,2020.0,,301.1,68.76,,70.71600000000001,1371807.0,0,
CHARLEY HOFFMAN,2020.0,,296.5,68.36,,71.06,932875.0,0,
CHASE SEIFFERT,2020.0,,291.3,68.11,,71.175,539756.0,0,
CHENG TSUNG PAN,2020.0,,287.0,67.26,,71.637,329997.0,0,
CHESSON HADLEY,2020.0,,296.0,70.21,,71.22800000000001,485193.0,0,
CHEZ REAVIE,2020.0,,284.4,67.24,,71.043,1123769.0,0,
CHRIS BAKER,2020.0,,289.5,70.07,,71.17,270300.0,0,
CHRIS STROUD,2020.0,,287.0,64.61,,71.733,249013.0,0,
COLLIN MORIKAWA,2020.0,,297.3,69.03,,69.85600000000001,5250868.0,2,"Workday Charity Open, PGA Championship"
COREY CONNERS,2020.0,,298.7,71.55,,70.43,1498121.0,0,
D.J. TRAHAN,2020.0,,297.6,68.2,,71.307,345471.0,0,
DANIEL BERGER,2020.0,,300.2,66.93,,69.237,4439420.0,1,Charles Schwab Challenge
DANNY LEE,2020.0,,302.0,65.62,,70.609,2043764.0,0,
DANNY WILLETT,2020.0,,301.2,62.5,,71.805,621028.0,0,
DAVID HEARN,2020.0,,281.8,66.88,,71.266,287527.0,0,
DENNY MCCARTHY,2020.0,,293.8,67.46,,70.454,1178557.0,0,
DOC REDMAN,2020.0,,297.4,70.8,,70.477,1129549.0,0,
DOMINIC BOZZELLI,2020.0,,299.0,62.96,,72.277,272865.0,0,
DOUG GHIM,2020.0,,296.0,69.58,,71.402,187442.0,0,
DUSTIN JOHNSON,2020.0,,311.0,69.27,,69.32300000000001,5837267.0,3,"Travelers Championship, The Northern Trust, Tour Championship"
DYLAN FRITTELLI,2020.0,,291.3,65.79,,70.63,1507497.0,0,
EMILIANO GRILLO,2020.0,,295.7,71.54,,70.96300000000001,849538.0,0,
FABIÃÂ¡N GÃÂ³MEZ,2020.0,,289.2,66.67,,71.252,564722.0,0,
GARY WOODLAND,2020.0,,305.4,68.19,,69.93,2195131.0,0,
GRAEME MCDOWELL,2020.0,,283.9,63.31,,71.866,751082.0,0,
GRAYSON MURRAY,2020.0,,313.8,63.89,,71.81,244150.0,0,
HANK LEBIODA,2020.0,,294.7,67.68,,71.578,436840.0,0,
HAROLD VARNER III,2020.0,,301.9,70.57,,70.297,1060152.0,0,
HARRIS ENGLISH,2020.0,,300.9,70.91,,69.49600000000001,3299366.0,0,
HARRY HIGGS,2020.0,,301.0,66.06,,70.852,1251570.0,0,
HENRIK NORLANDER,2020.0,,292.1,70.65,,70.798,1175431.0,0,
HIDEKI MATSUYAMA,2020.0,,304.4,68.54,,69.766,3665825.0,0,
IAN POULTER,2020.0,,286.8,62.62,,70.14,1034334.0,0,
J.J. SPAUN,2020.0,,297.4,66.0,,72.066,232472.0,0,
J.T. POSTON,2020.0,,290.2,64.74,,70.429,1282929.0,0,
JAMES HAHN,2020.0,,293.7,69.44,,71.285,327110.0,0,
JASON DAY,2020.0,,299.7,64.78,,70.163,1943898.0,0,
JASON DUFNER,2020.0,,286.2,67.83,,71.15899999999999,306781.0,0,
JASON KOKRAK,2020.0,,312.4,68.64,,70.617,1494604.0,0,
JHONATTAN VEGAS,2020.0,,309.0,70.22,,70.883,527009.0,0,
JIM FURYK,2020.0,,280.2,74.22,,70.616,224450.0,0,
JIM HERMAN,2020.0,,285.6,64.17,,72.02199999999999,1390275.0,1,Wyndham Championship
JIMMY WALKER,2020.0,,298.0,62.2,,71.92699999999999,243370.0,0,
JOAQUIN NIEMANN,2020.0,,301.7,69.3,,70.36399999999999,2914136.0,0,
JOEL DAHMEN,2020.0,,295.4,63.85,,70.415,2120973.0,0,
JON RAHM,2020.0,,307.6,70.31,,69.127,5959819.0,2,"Memorial Tournament, BMW Championship"
JORDAN SPIETH,2020.0,,301.6,62.37,,70.85600000000001,1138146.0,0,
JOSEPH BRAMLETT,2020.0,,299.3,70.02,,71.367,495690.0,0,
JOSH TEATER,2020.0,,294.0,71.54,,71.335,453508.0,0,
JUSTIN ROSE,2020.0,,299.6,63.16,,70.589,965656.0,0,
JUSTIN THOMAS,2020.0,,304.2,69.61,,69.128,7344040.0,3,"CJ Cup, Sentry Tournament of Champions, WGC-FedEx St. Jude Invitational"
KEEGAN BRADLEY,2020.0,,301.0,66.42,,70.861,824471.0,0,
KEITH MITCHELL,2020.0,,301.9,65.02,,71.298,886979.0,0,
KEVIN CHAPPELL,2020.0,,300.6,65.18,,71.57300000000001,176506.0,0,
KEVIN KISNER,2020.0,,289.2,65.37,,70.36,2266752.0,0,
KEVIN NA,2020.0,,286.9,63.22,,70.43,2794402.0,1,Shriners Hospitals for Children Open
KEVIN STREELMAN,2020.0,,293.9,67.66,,70.738,2520845.0,0,
KEVIN TWAY,2020.0,,303.8,62.62,,71.992,256320.0,0,
KRAMER HICKOK,2020.0,,292.8,66.21,,71.472,253646.0,0,
KRISTOFFER VENTURA,2020.0,,305.7,67.17,,71.567,278309.0,0,
KYLE STANLEY,2020.0,,285.1,72.54,,71.008,490359.0,0,
KYOUNG-HOON LEE,2020.0,,296.4,65.2,,71.339,781808.0,0,
LANTO GRIFFIN,2020.0,,302.5,65.52,,70.45100000000001,3188586.0,1,Houston Open
LOUIS OOSTHUIZEN,2020.0,,300.1,65.28,,70.493,1312138.0,0,
LUCAS GLOVER,2020.0,,301.6,68.74,,71.12,728355.0,0,
LUKE LIST,2020.0,,307.8,69.48,,71.048,731507.0,0,
MACKENZIE HUGHES,2020.0,,298.7,63.41,,70.589,2079951.0,0,
MARC LEISHMAN,2020.0,,295.8,61.48,,71.186,3109752.0,1,Farmers Insurance Open
MARK ANDERSON,2020.0,,293.1,66.78,,71.095,278630.0,0,
MARK HUBBARD,2020.0,,290.1,66.67,,70.414,1840473.0,0,
MARTIN LAIRD,2020.0,,302.1,70.51,,71.344,232786.0,0,
MARTIN TRAINER,2020.0,,302.1,52.05,,74.865,89482.0,0,
MATT EVERY,2020.0,,292.3,65.06,,72.589,202546.0,0,
MATT JONES,2020.0,,297.3,66.23,,70.817,996369.0,0,
MATT KUCHAR,2020.0,,282.9,64.98,,70.312,1515585.0,0,
MATT WALLACE,2020.0,,301.7,63.64,,71.206,800993.0,0,
MATTHEW FITZPATRICK,2020.0,,294.7,66.05,,70.07,2109709.0,0,
MATTHEW NESMITH,2020.0,,295.0,70.18,,70.575,783232.0,0,
MATTHEW WOLFF,2020.0,,311.6,66.82,,70.726,2224348.0,0,
MAVERICK MCNEALY,2020.0,,296.6,65.86,,70.79,1293984.0,0,
MAX HOMA,2020.0,,300.6,64.6,,70.942,1453056.0,0,
MICHAEL GELLERMAN,2020.0,,293.5,68.25,,72.048,125992.0,0,
MICHAEL GLIGIC,2020.0,,298.4,67.13,,71.72,238411.0,0,
MICHAEL THOMPSON,2020.0,,288.4,64.96,,71.061,1577832.0,1,3M Open
NATE LASHLEY,2020.0,,287.0,64.85,,71.384,1035222.0,0,
NELSON LEDESMA,2020.0,,298.2,62.64,,72.579,45520.0,0,
NICK TAYLOR,2020.0,,296.6,66.95,,70.607,1897539.0,1,AT&T Pebble Beach Pro-Am
NICK WATNEY,2020.0,,302.3,70.2,,70.902,534797.0,0,
PAT PEREZ,2020.0,,290.3,70.51,,70.85300000000001,1010905.0,0,
PATRICK CANTLAY,2020.0,,303.1,68.36,,69.764,2118336.0,0,
PATRICK REED,2020.0,,296.0,65.32,,69.586,4250060.0,1,WGC-Mexico Championship
PATRICK RODGERS,2020.0,,308.5,66.97,,70.869,1015849.0,0,
PATTON KIZZIRE,2020.0,,294.8,64.85,,71.444,352764.0,0,
PAUL CASEY,2020.0,,307.2,70.63,,70.373,1868952.0,0,
